,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
10,15.6461614609,15.6670146942,15.683552756,15.7007921203,15.7258058758,15.7959823839,15.5868008296,15.6906642527,15.679597286,15.6751543167,15.7429193261,15.7468934284,15.6905592405,15.6787385168,15.6831046913,15.6512549816
11,15.4833126068,15.4844230652,15.6481408884,15.7026441552,15.6898285968,15.6959128157,15.4412596919,15.4062279108,15.4209804373,15.4220320568,15.3923363095,15.4514116492,15.4450268635,15.455149458,15.6831046913,15.4742486889
12,15.1844676971,15.1756456375,15.1090441416,15.0890545663,15.0991402685,15.1400032969,15.1504242504,15.2106880527,15.236508244,15.2383228364,15.2331136757,15.2219190264,15.3000428844,15.1963202572,15.6831046913,15.1591594021
13,15.2135688782,15.2298919678,15.4759676287,15.4504030459,15.1992630021,15.2504681313,15.2525635801,15.3138531855,15.2868987782,15.3032750386,15.2352297412,15.2824883883,15.1525325627,15.1732987127,15.6831046913,15.1674815761
14,15.598236084,15.5932699203,15.5842168987,15.5341308828,15.5189725664,15.5344611018,15.5688214471,15.6660500998,15.7239999489,15.7235648889,15.5390349819,15.6310161481,15.5160521674,15.4877736701,15.6831046913,15.4286083929
15,15.5963027954,15.5853466034,15.6757961,15.5609790192,15.5491144932,15.5042410489,15.6483395425,15.5705484253,15.5914098731,15.58642128,15.5968980659,15.598156352,15.6034658215,15.6097432618,15.6831046913,15.5937312618
16,16.8019260406,16.8312870026,16.8152442618,16.5185683471,16.4724417391,16.4778451412,16.7261197778,16.8955511131,16.9095823119,16.9189367948,16.8494028943,16.9308870345,16.5891278527,16.5328780852,15.6831046913,16.548655646
17,16.6206737518,16.5179264069,16.3215289715,16.3680983062,16.2882334892,16.2503478691,16.5489809864,16.5679804273,16.5375352592,16.5395625009,16.7073219509,16.6140820305,16.4572323905,16.4663984972,15.6831046913,16.4667120924
18,15.5394237518,15.520882988,15.6809567112,15.5776513834,15.4851771133,15.4509436194,15.6104484492,15.617742514,15.5851995344,15.5845361629,15.5539396493,15.5790674304,15.5596761093,15.5862925366,15.6831046913,15.5534300813
19,16.4235874176,16.3839252472,15.7457742995,16.0420769656,16.0800283995,16.1602395017,16.4860209676,16.305369521,16.2718873943,16.2706987904,16.4058650374,16.2628197627,16.2943488727,16.2892855454,15.6831046913,16.3053657234
20,15.8063814163,15.7983381271,15.7305060372,15.7556985451,15.700380737,15.6985792206,15.7306382136,15.7820539053,15.8000925002,15.7969674385,15.7723491045,15.7764827475,15.7615389269,15.7712571568,15.6831046913,15.7612083324
21,16.1328472137,16.1303707123,16.1547682096,16.1075214093,16.0935916823,15.9825530606,16.0640067932,16.1644820591,16.148477151,16.1388916028,16.1386376521,16.1128076251,16.204148538,16.1411319929,15.6831046913,16.1254325984
22,15.907049942,15.9383630753,15.7258097991,15.6521420877,15.643298359,15.6267492727,16.2315888219,15.9541557086,15.8917660394,15.9189040954,15.9017435221,15.9101106749,15.8723080685,15.8969519116,15.6831046913,15.9130328445
23,16.0267478943,15.9664484024,15.8118011531,15.746653911,15.7829000294,15.7517116282,16.0455851803,15.9226724728,15.9414910463,15.9486116426,15.9270785317,15.9146772157,16.0366000374,16.0509460244,15.6831046913,16.0635913388
24,15.3670558929,15.3659700394,15.2855425169,15.4064045807,15.4375705235,15.4896180387,15.42291024,15.3413576955,15.3865735526,15.3832699446,15.3554580488,15.3394823269,15.3601070675,15.3484851845,15.6831046913,15.3813508587
25,15.8904430389,15.8674560547,15.4699382464,15.5762652844,15.6647767525,15.6216142977,15.7252640096,15.5466907547,15.5044515641,15.5642447221,15.793431849,15.7092996693,16.0208078098,16.02156426,15.6831046913,16.0509284463
26,16.2363708496,16.2659423828,16.2863093695,16.2721842229,16.2496994976,16.1787825592,16.2207324086,16.2525950099,16.226960328,16.2138605777,16.1914355053,16.2452346465,16.19936058,16.1919207256,15.6831046913,16.1596220117
27,15.7269348145,15.7544885635,15.7827557643,15.7764403729,15.7382168996,15.7398409843,15.6783303278,15.7041594251,15.7001065978,15.6930035111,15.7685034322,15.78279441,15.7222273267,15.7120284313,15.6831046913,15.7209287704
28,15.0034421921,15.0062011719,14.9917565471,14.9985656179,15.0216371146,15.0222407928,15.1046360916,14.9781044036,14.9792365884,14.9750401685,14.9808118749,14.9879227725,14.8944283955,14.9085421258,15.6831046913,14.9244737223
29,15.7091524124,15.6640174866,15.1761143709,15.5495756419,15.762194777,15.9064873074,15.6642252921,15.5708319564,15.6146407393,15.6215585073,15.7178306449,15.4159000454,15.634255463,15.6955048059,15.6831046913,15.7358150684
30,15.6114936829,15.6293437958,15.6636023562,15.794903166,15.7468186557,15.7442734218,15.6412237626,15.6164134819,15.6010103594,15.6075503425,15.6283276232,15.6537130945,15.6406624057,15.5936590063,15.6831046913,15.5735129287
31,16.2740058899,16.2610549927,16.2430003507,16.2285560715,16.1984218276,16.1596785824,16.2225136099,16.2614805525,16.2482188509,16.2380779913,16.2397642922,16.2181263246,16.3219878021,16.3371122138,15.6831046913,16.3571880875
32,14.9709144592,14.9443534851,14.903566257,14.9036271534,14.8684080059,14.8252818157,14.9711486931,14.9216255026,14.9164306043,14.9145492474,14.8772330287,14.8995636821,14.9512594248,14.9632908811,15.6831046913,14.9836957204
33,15.3943786621,15.3994995117,15.5362056875,15.5090373112,15.5047489357,15.4900796027,15.4200350405,15.4232355995,15.4296242224,15.4310379244,15.4200774803,15.4191719605,15.3707050704,15.3601757325,15.6831046913,15.3547938864
34,15.5017154694,15.5170761108,15.5301286589,15.4622400253,15.4462285583,15.4222855484,15.4780298862,15.5812000851,15.6063100692,15.6092156963,15.5409566743,15.5014325567,15.5124295126,15.5335456063,15.6831046913,15.5720817471
35,15.8513296127,15.8603744507,15.8416092214,15.8177700475,15.6882413304,15.7842284542,15.8130553428,15.8697050864,15.8265042927,15.8247823206,15.8575214353,15.9002914328,15.7695044736,15.7620939037,15.6831046913,15.7644238116
36,16.0406402588,16.0621795654,16.0019893798,15.9997290171,15.9663490629,15.9329707322,16.0330776885,16.0461661268,16.0313299778,16.0320923612,16.0373145907,16.0396330562,16.074334298,16.066686043,15.6831046913,16.0399993792
37,15.7246311188,15.7187656403,15.6376165618,15.7752763771,15.7514330222,15.6790025017,15.6450198084,15.6618318002,15.662472457,15.6706160755,15.7344953283,15.7732820782,15.7117197555,15.6976879647,15.6831046913,15.7118981121
38,15.6920053482,15.7016542435,15.446159773,15.6554704933,15.6665991474,15.7457292792,15.6501973517,15.6626395654,15.6347854944,15.6342574364,15.6788032309,15.638662671,15.5730007716,15.6040350131,15.6831046913,15.6608405001
39,15.3001823425,15.2871006012,15.3252900324,15.3659230654,15.3570379465,15.3789124585,15.2446785381,15.2873876204,15.2860663894,15.2929210509,15.2780297691,15.2666634291,15.3423002024,15.3660852003,15.6831046913,15.3926234669
40,15.1693281174,15.1416473389,14.770558336,14.8584681329,14.8643079072,14.8619385405,15.177914643,15.0884732117,15.0316103609,15.0435208454,15.0306630186,15.0551752358,15.1529754722,15.1551559111,15.6831046913,15.0888187467
41,16.0547645569,16.0792469025,16.0931207769,16.0595586232,16.0574800528,16.0453347408,16.0298149782,16.0559409131,16.0296958754,16.030085679,16.0660117874,16.0956059142,16.0770656402,16.0634810137,15.6831046913,16.0326334245
42,15.5513793945,15.5444162369,15.5030788367,15.4631658207,15.4906512676,15.4847618691,15.5199011798,15.5291206251,15.5330356941,15.5378233209,15.5567201724,15.5624099227,15.6176472482,15.6257214461,15.6831046913,15.6399007763
43,16.2398326874,16.2144733429,16.1759483057,16.1396180888,16.12731925,16.1150668959,16.0712119847,16.1201101357,16.0910854483,16.1093656048,16.1223685638,16.1432476349,16.2172154479,16.2174381382,15.6831046913,16.1384526943
44,15.8138357162,15.8264789581,16.1033772735,16.1192180984,16.0889510618,16.0559775885,15.6760954554,15.7085421742,15.6683953804,15.7011485364,15.8281523954,15.8733096004,15.7843151399,15.7898103661,15.6831046913,15.8054936203
45,15.3962440491,15.4036920547,15.4355397448,15.4828648005,15.5577752881,15.6011519654,15.4385395328,15.452754356,15.4450221928,15.4523805344,15.4198817406,15.4200889852,15.4502780642,15.4895716135,15.6831046913,15.5002039095
46,15.7081315994,15.7340042114,16.0371602298,15.9820190046,15.8678477415,15.8461608711,15.6412237566,15.6555673971,15.6844603023,15.7093771479,15.7945218587,15.7748565556,15.7384518139,15.6587069248,15.6831046913,15.624610551
47,15.6150987625,15.6235977173,15.607926386,15.4685161217,15.5492992633,15.6175142817,15.5489421266,15.5114311845,15.547610662,15.5645103745,15.6375431558,15.6176171067,15.6470920003,15.54150902,15.6831046913,15.5201414405
48,15.8385469437,15.8353380203,15.7124901091,15.7392195194,15.77240259,15.7540109281,15.8847787694,15.8195150881,15.8470628513,15.8452108035,15.8071516907,15.7987251111,15.8423614981,15.8471078044,15.6831046913,15.8168006408
49,15.6297235489,15.6569437027,15.7673707663,15.8525949965,15.8133579295,15.6693867151,15.6427272292,15.6810721796,15.679188791,15.6803037134,15.6866912149,15.698980494,15.7988691232,15.733315837,15.6831046913,15.6800698004
50,16.1156597137,16.118963623,16.1569590952,16.0289051334,15.985840483,15.9722230107,15.9262742303,15.9914656712,15.9630231777,15.9699917947,16.0701429626,16.0835712981,16.0825811834,16.0201880137,15.6831046913,15.9514039049
51,16.0609378815,16.0578346252,16.3295456045,16.4505333919,16.3886731985,16.356824729,15.673075667,16.0685325422,16.1711475681,16.1638051079,16.0992984043,16.214292475,16.4025731522,16.4001785937,15.6831046913,16.3091316285
52,15.4442480087,15.4390985489,15.4326549002,15.4346882445,15.4520685432,15.4739137064,15.4221583789,15.4214195627,15.4319532107,15.4309707537,15.4291419833,15.4195499845,15.3210029552,15.3264522554,15.6831046913,15.3398261532
53,15.4415719986,15.4378511429,15.3044405691,15.346966581,15.3956065022,15.3937624758,15.5012420278,15.4648151939,15.502318928,15.4971709904,15.4410217608,15.4373221892,15.3300765529,15.3606436687,15.6831046913,15.3934615414
54,15.6787929535,15.6861276627,15.793955675,15.7267548824,15.7376770833,15.7171191408,15.5937010486,15.592391531,15.5905825074,15.5997706555,15.6755570367,15.7291940191,15.628234419,15.6261472056,15.6831046913,15.644457462
55,15.664679718,15.6972074509,15.5203737631,15.587508714,15.6595764503,15.6613408385,15.6582771724,15.6662573217,15.6399767715,15.6464156548,15.6676126323,15.7114357993,15.7676151042,15.7544941937,15.6831046913,15.7869388343
56,15.6507432938,15.6450986862,15.8009144644,15.938602171,15.9330158422,15.9029818204,15.6490618982,15.6628394081,15.6232440555,15.6230253836,15.6347237029,15.6741684301,15.671398652,15.6526592305,15.6831046913,15.6485483063
57,16.4823539734,16.5053005219,16.0572890575,15.9724111528,15.9102058602,15.9144043231,16.2369601404,16.2690007124,16.2733487045,16.2761263585,16.4664114215,16.4872046675,16.5366587267,16.4764214565,15.6831046913,16.4360342102
58,15.3761487961,15.3716306686,15.3706051009,15.3594890604,15.3388568303,15.3412241253,15.3655293538,15.3775634502,15.390957414,15.3851217692,15.3704075373,15.3934200225,15.3622066097,15.3191449614,15.6831046913,15.331285821
59,16.1048301697,16.1099533081,15.9788082316,15.9828446776,16.0701948582,16.1528500717,16.0261138982,16.0551542255,16.0673944786,16.0589978056,16.0914554972,16.0756932891,16.0516945481,16.0562960854,15.6831046913,16.0292042713
60,15.8117557526,15.77206707,15.8326703121,15.8364726746,15.8366237272,15.8738990901,15.7293504349,15.6709194236,15.7142468547,15.7213329905,15.7335315843,15.7588249737,15.7775122153,15.7942455904,15.6831046913,15.8006184667
61,16.0625030518,16.0834342957,16.0390183455,16.0805249671,16.0376260601,15.9697158891,16.032000499,16.0479710835,16.0352964731,16.0391141266,16.0511649282,16.0499447905,16.0768264501,16.0683968243,15.6831046913,16.0377241042
62,15.478263092,15.4758413315,15.2756228215,15.2318132501,15.2427849691,15.3285090711,15.5743732808,15.5547698774,15.5604018651,15.566899397,15.5227000714,15.5186342315,15.5182952939,15.5227491028,15.6831046913,15.5109901898
63,16.2883117676,16.3161952972,16.0829561475,15.9972237576,15.9894265081,15.9533013754,16.2221692444,16.2585324151,16.2225460993,16.2161825069,16.2897811209,16.3234111386,16.2369244237,16.2454786855,15.6831046913,16.2310226227
64,15.4182794571,15.4351539612,15.5509451338,15.6102391066,15.6348158066,15.6465279276,15.4310616565,15.5039724351,15.4897304641,15.4910870625,15.4433173827,15.4240686643,15.3240175099,15.3262218381,15.6831046913,15.3293785955
65,15.9918865204,15.9766939163,15.5533492426,15.6016470008,15.6574533772,15.6706809294,16.1521529004,16.1370214348,16.0707959111,16.0751009565,16.080334045,16.0301846154,15.9452009378,15.9515712804,15.6831046913,15.9651247297
66,16.0717056274,16.0817192078,16.100371497,16.1480025213,16.1244214769,16.0678360076,16.0336632318,16.0662509224,16.0474510871,16.0453938014,16.0643812734,16.0844512802,16.129517699,16.1232574942,15.6831046913,16.0916148436
67,15.6946279526,15.6195095062,15.9556678371,15.9254926494,15.9122378294,15.9406021136,15.6719475894,15.6415268824,15.7252224419,15.7294289923,15.7111166519,15.7531819293,15.8725361554,15.8689786433,15.6831046913,15.8873343609
68,14.6187746048,14.6259561539,14.6049942018,14.5858157108,14.6101815526,14.6513626798,14.763984268,14.6313719743,14.5744206247,14.5815175408,14.5806422964,14.5413519894,14.5504776811,14.5600817594,15.6831046913,14.5775084256
69,15.5746225357,15.5883646011,15.3830202168,15.4560411586,15.5042206621,15.5389701132,15.6305479173,15.5164942253,15.5266885536,15.5347716739,15.5838448225,15.569370115,15.4454287769,15.4744742116,15.6831046913,15.4935557616
70,15.7995615005,15.7374219894,15.4788148985,15.4591397312,15.4607023264,15.5514528125,15.786437519,15.7355555368,15.7205524175,15.7425441278,15.7225091864,15.6773149805,15.799847491,15.8084842933,15.6831046913,15.7949395312
71,15.9229190826,15.9555530548,16.1838100758,16.2346047193,16.1450417847,16.081303666,15.7609221425,15.8997510472,15.9140953055,15.9134870639,15.9756556975,16.0044203737,16.0290106952,16.0566461316,15.6831046913,16.0351300238
72,15.2497882843,15.2335372925,15.2607674933,15.2930704784,15.3116697567,15.404525268,15.1884332561,15.2215154782,15.2463387013,15.2307278812,15.2064498233,15.2190862838,15.1404071895,15.15888168,15.6831046913,15.2211930395
73,16.0002752304,16.0261882782,16.0647805757,15.9494758888,15.8651981861,15.8601413577,15.8758603082,16.0026813556,16.0175668308,16.0208627458,16.0149082836,16.0492893596,16.0833089122,16.0122625327,15.6831046913,15.9640665026
74,15.3384641647,15.3456293106,15.1972817855,15.1727681479,15.2031413039,15.2576868127,15.3733278985,15.3509969932,15.3702261182,15.3600652871,15.3571301941,15.3587144535,15.3648016216,15.3766716433,15.6831046913,15.3683486906
75,15.5179887772,15.5365926743,15.5766367934,15.60708408,15.6094103522,15.6205458586,15.4401653899,15.4928005147,15.4699803645,15.4829241039,15.5039728654,15.5059090208,15.5152289775,15.5285525338,15.6831046913,15.5206566702
76,16.2738437653,16.2523895264,15.6253919934,15.6570873269,15.6944882218,15.8098106325,16.1414214075,16.1313666529,16.1252651692,16.1018467072,16.2375605086,16.2557561836,16.2461267033,16.1923954413,15.6831046913,16.1769157555
77,15.5068609238,15.5204341888,15.6860577525,15.7014451744,15.7182247662,15.7002950139,15.4298605872,15.4525261215,15.4610116108,15.4684536094,15.4266210138,15.4925046167,15.4779651065,15.4830048903,15.6831046913,15.4891193081
78,14.5537553787,14.5659507751,14.5024368824,14.5461725419,14.5713821031,14.6266258539,14.5677004914,14.5223689132,14.5310549922,14.5296987198,14.564500307,14.5513439233,14.5474585917,14.5505562853,15.6831046913,14.5591740705
79,15.7413988113,15.7453670502,15.8521430227,15.766723973,15.7686398675,15.8038999025,15.6827157196,15.7717042442,15.805576066,15.7902703568,15.7672204697,15.7734555567,15.641965573,15.7122438507,15.6831046913,15.7815016095
80,16.26587677,16.2900585175,16.2935082909,16.1721524511,16.0857851154,16.0672320555,16.2197157307,16.2399200346,16.230332428,16.227339248,16.2619288372,16.303020977,16.1977221778,16.2239869624,15.6831046913,16.1801734168
81,15.665038681,15.6676431656,15.6443240673,15.6410158288,15.6369525261,15.5949171493,15.608619514,15.6367623795,15.6461485283,15.6537692821,15.6306923737,15.6114016447,15.7339432951,15.7622116969,15.6831046913,15.7966599493
82,16.0189828873,16.0214115143,16.0489685938,16.1033411028,16.1081460929,16.1013220534,15.8776930125,16.0284009878,16.0259570718,16.0191215673,16.0314249344,16.0732374384,15.9338060964,15.9254596549,15.6831046913,15.8470049428
83,15.9235595703,15.9256196976,15.6765181894,15.7098446046,15.7376680918,15.7579235457,15.9369672323,15.912183378,16.0042393573,15.9770883755,15.972871821,15.9858536881,15.9878023256,15.9231571966,15.6831046913,15.8939719811
84,16.0856487274,16.0813011169,16.0079706555,15.8829511063,15.874317762,15.7754382148,15.9131511955,15.9846631218,15.9425033766,15.9397361459,16.0476779629,16.0309769767,15.8957095441,15.9294150201,15.6831046913,15.9646322806
85,15.6199092865,15.6380746841,15.8447146083,15.9092286191,15.8138866445,15.8085941567,15.6727819439,15.7109025036,15.7147945499,15.7130741669,15.6811488164,15.6737135629,15.7827399318,15.7421880894,15.6831046913,15.7031619262
86,15.6121652603,15.609463501,15.4748568553,15.648022625,15.6749382572,15.7607739599,15.5137622484,15.5811126281,15.5843983834,15.5972849465,15.6004235886,15.5665752718,15.7560531506,15.7045816094,15.6831046913,15.6325727892
87,15.7798431396,15.7800563812,15.7475294543,15.8433840096,15.8666860294,15.8289377424,15.7446214293,15.7534276416,15.7400437915,15.7358420768,15.7847271658,15.8303589362,15.8390355834,15.8373610023,15.6831046913,15.8071442922
88,16.17097435,16.209658432,16.2907148328,16.2422340236,16.2142514103,16.2222985883,16.1075013916,16.219707207,16.2394848105,16.236853547,16.187914999,16.2775938645,16.1793263888,16.1961416636,15.6831046913,16.187726227
89,15.3045057297,15.292685318,15.5311740215,15.3946997798,15.3300587687,15.3188758287,15.3227024082,15.2569646461,15.275020148,15.2771189167,15.2546766014,15.2715964485,15.2789134567,15.2831361221,15.6831046913,15.2894113289
90,15.7882575989,15.7929246902,15.7713185732,15.7565277457,15.7214569192,15.7568574069,15.6922638793,15.6969451739,15.7117892897,15.7129441839,15.8058147945,15.8588045709,15.8990940609,15.8641504449,15.6831046913,15.8304919603
91,15.7432897568,15.7284063339,15.8005778215,15.6493967831,15.5632351688,15.5544064832,15.8029669281,15.7898813035,15.7786415998,15.7800870489,15.7704870138,15.7988462202,15.7929868293,15.8053291636,15.6831046913,15.8296714443
92,15.8223056793,15.8129199982,15.5774148426,15.5790103799,15.5819052344,15.6071905676,15.8132220009,15.7577853249,15.7628583616,15.7754117606,15.7322960974,15.7247652372,15.7952013984,15.8093372871,15.6831046913,15.8326831641
93,14.6219835281,14.6279031754,14.5331010791,14.5277102223,14.6041064664,14.6408365645,14.7639233142,14.6375692797,14.5849128131,14.5893891889,14.5960053728,14.5674213868,14.5792706523,14.5763376406,15.6831046913,14.5864894192
94,16.0784648895,16.0925003052,15.9487256024,15.7906513111,15.8047142174,15.7749731653,16.1162223535,16.1618050635,16.0910878561,16.0787586041,16.0370116185,16.1092112506,15.9521043711,15.9306284409,15.6831046913,16.042955908
95,16.1004795074,16.0915592194,16.0357678947,15.9217048259,15.9025160682,15.7974984384,15.8552018884,15.9566302175,15.9524330035,15.9466366744,16.0911348674,16.163061495,15.9457796663,16.0171002502,15.6831046913,16.0406127668
96,15.6892333984,15.7074920654,15.9708584517,15.8547511158,15.8222857078,15.7774659593,15.641482595,15.6412094522,15.6262792824,15.6294900463,15.7004651512,15.7127992335,15.7230221714,15.7265237927,15.6831046913,15.7801453163
97,15.7855169296,15.8217273712,16.0206301391,16.0309439672,16.1011555555,16.1506228454,15.6715258576,15.7991073255,15.8100028579,15.8148053763,15.9497746927,15.9731742349,15.7279483825,15.7197304506,15.6831046913,15.7131979375
98,15.422170639,15.4289358139,15.4130775375,15.424929838,15.4476984017,15.4757198576,15.423183663,15.4226158305,15.4325511084,15.4301409576,15.4310498531,15.4261626795,15.3417643197,15.3387951832,15.6831046913,15.3477054945
99,15.6923301697,15.7034389496,15.6934866355,15.8096879009,15.8208202364,15.8599053132,15.5867651825,15.6426295894,15.6293158796,15.6304621779,15.6820634038,15.69394848,15.8069146665,15.8025771735,15.6831046913,15.7794752832
100,15.6951334,15.6083677292,15.8924221657,15.7079638319,15.6274675335,15.679071456,15.7246470869,15.6707617488,15.7510115612,15.7489080581,15.6463080708,15.5499571261,15.7516604944,15.7427746609,15.6831046913,15.7387902806
101,15.8186466217,15.8607175827,16.0652162472,16.1108330739,16.1569292051,16.0677414262,15.6484794943,15.7696957438,15.7699919048,15.7703498208,15.8630982587,15.9025514265,15.9498965219,15.9252875913,15.6831046913,15.8435408745
102,15.3657987595,15.3261459351,15.518913062,15.242111898,15.2131792627,15.2303694239,15.2518477172,15.2639200609,15.0869276336,15.0577549371,15.2731092315,15.2918500628,15.1887942944,15.2055572448,15.6831046913,15.1964939616
103,15.29149189,15.2847085953,15.2016822809,15.2756002065,15.3217592983,15.4206472937,15.4555422665,15.3519046801,15.4182832905,15.4369628787,15.3016293483,15.1725368678,15.4017918173,15.3366870387,15.6831046913,15.3271620496
104,14.9970464706,14.962238884,14.8835174186,14.8383552461,14.8490318629,14.8413274895,15.0054127724,14.9135469319,14.8990507698,14.9015919243,14.9062701081,14.9369723337,14.9064830913,14.9059157509,15.6831046913,14.9146419696
105,15.7875555038,15.7908056259,15.7427978961,15.8106198645,15.8366728127,15.7921462232,15.7570228022,15.7900047305,15.7896099176,15.7736130591,15.8548750874,15.8523903674,15.7907917101,15.7860344052,15.6831046913,15.7843876359
106,15.3824977875,15.4339874268,15.5826188247,15.7013357179,15.6857918508,15.6380897512,15.5580221281,15.516443625,15.5249792366,15.5321504301,15.3658581917,15.2878735567,15.4803366895,15.4584402201,15.6831046913,15.4574286233
107,15.5170484543,15.5259166718,15.6856311729,15.7717572417,15.6928277129,15.7284832918,15.4236062518,15.4484315641,15.4667067675,15.4640299468,15.5427541287,15.5712132009,15.5547130235,15.5332140858,15.6831046913,15.5217137921
108,16.268321991,16.2556018829,16.4140622933,16.330449682,16.2491846621,16.1854358446,16.144936631,16.2064123777,16.2201388904,16.2485415696,16.2385705408,16.3407161354,16.2149908573,16.1485910135,15.6831046913,16.1100826421
109,15.8054449081,15.7918058395,15.82821251,15.8325026587,15.8571676727,15.8557681058,15.7298803568,15.7720136763,15.789772171,15.7895964781,15.7853802146,15.8037682779,15.8137733056,15.8237330699,15.6831046913,15.8113772995
110,15.3631282806,15.3519832611,15.2655981695,15.4128504682,15.3234695691,15.3531070649,15.4227190162,15.3603783948,15.3792161572,15.3819676991,15.2852041348,15.2685147694,15.4039961552,15.3762682048,15.6831046913,15.3393909455
111,14.836041832,14.8031936646,15.1759305744,15.1829762874,15.2094203051,15.200991685,14.9924749718,15.0618552892,15.1584036477,15.1634342634,15.0638387479,15.0955244288,15.0675451141,14.9603491231,15.6831046913,14.9018979233
112,16.0095514297,16.0188911438,15.9772671005,16.0230876371,16.0361565368,16.0280385879,15.9120983713,16.0238813118,16.0452951967,16.0529679453,16.0553662428,16.0379967395,15.9854436145,16.0050276991,15.6831046913,16.0222812789
113,15.5797607422,15.5630844116,15.332263968,15.3643551283,15.3873428506,15.4524585048,15.6131885141,15.5480965072,15.5802123886,15.5593303059,15.5560853169,15.5766791361,15.5325800418,15.5223508424,15.6831046913,15.5405594398
114,15.8908554077,15.9250734329,15.2351056926,15.4961915686,15.5361418094,15.6848143223,15.6744788775,15.7832658937,15.7659061067,15.7754845791,15.9519382101,15.9446098236,15.8627509804,15.8764865037,15.6831046913,15.873438732
115,15.7978412628,15.8008720398,15.8614848963,15.6920473244,15.695056977,15.5035424266,15.8284457353,15.8022509938,15.819103305,15.8138953747,15.8537252683,15.7040781121,15.7212387154,15.7554130838,15.6831046913,15.8407333858
116,16.3619449615,16.3700649261,16.1898589112,16.167823039,16.1369180283,16.061963911,16.2219161667,16.2388374282,16.2985264431,16.2905019065,16.3224877616,16.3518913389,16.3927180423,16.3750255068,15.6831046913,16.3658799882
117,15.5077720642,15.5411518097,15.3973321666,15.4886509006,15.5387498699,15.5666462064,15.5925938336,15.5429593849,15.5238439674,15.5049478296,15.5201661109,15.5475839481,15.3254302964,15.2967602349,15.6831046913,15.2500363514
118,15.7199890137,15.7119066238,15.6021676762,15.3865475006,15.4938520563,15.6658981962,15.7557309741,15.7608888326,15.7550793715,15.7447651897,15.7537966118,15.7106253825,15.6994805516,15.7636868177,15.6831046913,15.7547950204
119,15.8825645447,15.8963308334,15.6522429173,15.6309196479,15.6111965359,15.5871039451,16.2248093647,15.9290131257,15.8883269796,15.9089877778,15.8838130102,15.8926770633,15.8570658976,15.8846415593,15.6831046913,15.9093821636
120,15.7349901199,15.6971992493,15.5740032189,15.5616936957,15.5641243413,15.5890052091,15.8216840812,15.7393943146,15.7060589991,15.6926275831,15.745312635,15.7384335195,15.8448403224,15.8490754086,15.6831046913,15.8563864993
121,15.5946474075,15.6045034409,15.9249823745,16.0160527311,15.8566940919,15.9107023434,15.4450956613,15.5276124037,15.5169907352,15.5272711952,15.6106174792,15.6271012948,15.4966437356,15.4729790825,15.6831046913,15.4936271025
122,15.661671257,15.6762516022,15.7039963808,15.7066096989,15.6851174129,15.6575299167,15.7280387243,15.695127104,15.6756350133,15.6800192876,15.6658175723,15.6909785887,15.6452432975,15.6286590464,15.6831046913,15.5868554118
