id,price_doc
30817,2062130.07969
30818,7792379.56175
30819,7710501.31676
30820,4801146.89023
30821,22528981.8819
30822,8852328.19277
30823,6346451.55286
30824,3646699.20888
30825,4658467.06657
30826,10215632.3735
30827,4718511.29667
30828,5414348.33955
30829,5371223.96461
30830,8853124.84437
30831,5789333.50015
30832,5746826.80381
30833,4585967.48635
30834,3976609.26031
30835,7517881.09374
30836,6274265.80917
30837,5397712.79054
30838,4643868.67556
30839,5676775.98025
30840,11399038.0684
30841,9686767.62352
30842,6859473.25548
30843,5484067.89532
30844,6110316.72512
30845,8731538.84925
30846,4252182.82823
30847,4853321.00649
30848,8315432.10418
30849,4087715.32285
30850,3733190.81024
30851,4523965.21658
30852,6792726.66525
30853,3606117.99621
30854,5427319.7846
30855,7585039.90816
30856,8721642.79046
30857,2263848.01815
30858,4250734.90348
30859,5501150.08754
30860,5722741.13672
30861,7841379.36287
30862,6094383.54342
30863,4850759.79288
30864,5566065.13118
30865,9227776.66569
30866,6671778.23039
30867,5634255.2453
30868,8479453.23936
30869,5224086.46162
30870,5182640.92481
30871,7579000.4583
30872,4454131.31835
30873,3834948.36186
30874,4835969.74258
30875,6704948.09753
30876,4943363.88086
30877,9490220.83148
30878,5255123.60602
30879,10399994.1839
30880,6111290.49074
30881,2043280.87727
30882,9068564.80895
30883,3116354.61192
30884,5270196.00992
30885,4776711.1413
30886,7158968.06731
30887,5319768.766
30888,4065635.71239
30889,5454171.78918
30890,6774808.00403
30891,3585521.95215
30892,3589152.36685
30893,4236209.07865
30894,5317616.89015
30895,4134970.42675
30896,5305947.51356
30897,7235827.16185
30898,6686202.40304
30899,6687666.58892
30900,3666000.29554
30901,5871502.69199
30902,2101192.94438
30903,6686373.23759
30904,8319239.33446
30905,5267216.36562
30906,5543206.32021
30907,11671407.7851
30908,4238662.7308
30909,12484086.0361
30910,6749663.40917
30911,4422633.98555
30912,6354263.07161
30913,14094382.7822
30914,6224959.23038
30915,8248423.57304
30916,5311371.67684
30917,8849791.67379
30918,6355016.3758
30919,3833577.12899
30920,4993621.29503
30921,3704469.33387
30922,5634615.21619
30923,3721737.94726
30924,4747048.29047
30925,13596133.6554
30926,6018666.66453
30927,6878632.51113
30928,4637216.80639
30929,4767102.36689
30930,10300422.3324
30931,9565233.46774
30932,4822690.2066
30933,5054963.9748
30934,12605523.8787
30935,6597628.71025
30936,6958638.70646
30937,8624241.82296
30938,4027153.75497
30939,8286845.20248
30940,6791980.07337
30941,6003363.76413
30942,3878581.32849
30943,5609765.35833
30944,4580552.89011
30945,3179300.73947
30946,12969199.2766
30947,6363504.8704
30948,7815387.93702
30949,5957165.56282
30950,5798888.03348
30951,13682267.2846
30952,7255764.04331
30953,9120957.19959
30954,4480355.25312
30955,6770512.22146
30956,6398680.18141
30957,5522909.14199
30958,24463426.7381
30959,7779522.23093
30960,7288936.74561
30961,7752012.44023
30962,9906509.8626
30963,3851636.3948
30964,4559147.4193
30965,6593996.73338
30966,11740590.9713
30967,10719312.9283
30968,3261161.84758
30969,3592616.75371
30970,6126652.25133
30971,9220066.27664
30972,3608481.21255
30973,4610420.70992
30974,4943791.42882
30975,7077349.3214
30976,4719643.53513
30977,6759419.94722
30978,7650459.76045
30979,3537705.77808
30980,6699350.73882
30981,5853050.56896
30982,6465659.09906
30983,3959904.17128
30984,5253524.76223
30985,3631266.61653
30986,9722885.56145
30987,7550865.64489
30988,6070180.79276
30989,6812753.37143
30990,13099524.144
30991,8516938.78686
30992,2693865.4486
30993,7069002.38062
30994,4742251.90267
30995,6632804.52175
30996,5333203.15144
30997,7245880.62466
30998,7065779.43849
30999,5521296.87374
31000,7456148.55528
31001,6056337.2199
31002,8980979.74297
31003,8013287.6833
31004,4416065.94088
31005,2866723.10706
31006,6451775.68372
31007,4956460.41462
31008,4578355.04075
31009,6453036.91074
31010,6186324.39827
31011,3997468.04219
31012,5656525.7277
31013,6884556.48318
31014,11354015.4786
31015,7575316.52207
31016,3912807.6614
31017,9369670.33072
31018,5276399.86989
31019,4468357.87064
31020,6948683.34799
31021,11810869.4829
31022,22178684.2403
31023,9647631.05752
31024,4719627.46959
31025,5773883.17666
31026,6465094.26697
31027,4447563.22591
31028,4890798.26718
31029,7541096.1131
31030,6464265.92181
31031,8477497.96522
31032,9272700.40195
31033,7941584.43762
31034,6531614.27486
31035,8982319.28595
31036,6275136.72192
31037,24760546.1572
31038,4175756.00495
31039,8349576.98492
31040,5190024.73459
31041,4230342.35502
31042,3097480.16796
31043,5959486.50995
31044,8469875.957
31045,6470965.56892
31046,13469829.6669
31047,7162134.63216
31048,5840581.204
31049,5607413.48181
31050,7289406.76708
31051,6075217.28472
31052,3795381.21883
31053,16741411.9925
31054,5684617.42199
31055,5089364.24285
31056,12016455.8271
31057,5252821.75144
31058,6555143.00097
31059,2713033.94159
31060,6928533.80886
31061,6075909.17318
31062,5999034.94064
31063,3627458.87025
31064,5002961.85035
31065,9014743.05134
31066,4325710.9673
31067,7756190.29258
31068,3886671.04468
31069,4580008.12602
31070,4593123.6607
31071,3506720.74036
31072,7469082.63377
31073,2049963.81435
31074,6417548.40469
31075,6395941.02991
31076,6588395.55417
31077,5335365.39735
31078,4023239.82844
31079,4953436.88491
31080,6394155.37878
31081,2728950.82308
31082,9720923.40217
31083,4643355.65389
31084,9411580.62642
31085,11876654.8074
31086,3716751.47969
31087,4633766.08256
31088,6957984.96958
31089,5988371.13427
31090,32670170.9997
31091,3003793.35887
31092,6895217.47894
31093,5882555.89048
31094,5690451.73114
31095,5018326.66648
31096,16751947.8703
31097,10234296.1932
31098,8648173.03782
31099,15295881.1864
31100,4778018.95871
31101,4029097.3232
31102,5951928.25176
31103,10308822.84
31104,5024628.49611
31105,8573504.93624
31106,4237654.02525
31107,13417734.9693
31108,6539700.5478
31109,5136581.46332
31110,9028399.622
31111,10095451.1299
31112,5521038.13005
31113,3355911.64773
31114,4815818.81178
31115,5142491.8691
31116,6500304.78304
31117,5829113.79053
31118,4001657.26993
31119,3469999.47372
31120,5300152.51714
31121,5459818.51835
31122,5583354.50015
31123,4665588.31123
31124,5096926.88184
31125,11182841.3331
31126,17227178.2434
31127,5309579.97263
31128,6152174.68794
31129,5118234.35287
31130,11218318.4307
31131,6909710.26285
31132,8783341.17607
31133,9087019.19339
31134,6798566.34336
31135,8809364.30757
31136,9722501.21604
31137,4551008.7903
31138,6382658.22927
31139,3854714.80524
31140,6918486.55304
31141,6811848.66854
31142,9309428.98968
31143,5104847.22309
31144,3850261.696
31145,5635538.36586
31146,5735945.02469
31147,11796348.2301
31148,5851440.06912
31149,2107951.88251
31150,8306638.30995
31151,5290838.30994
31152,7421281.89022
31153,5033227.6793
31154,14044090.9297
31155,6175638.73891
31156,7223401.20275
31157,3986151.74332
31158,8859401.76598
31159,5606713.07935
31160,5315175.58658
31161,3610299.62638
31162,4524673.43958
31163,5504929.98268
31164,5568425.12512
31165,6091026.51524
31166,5091674.83265
31167,6786937.36748
31168,10487103.8234
31169,8240488.8101
31170,5712586.88119
31171,11708738.9187
31172,5049955.8885
31173,9672363.34868
31174,8945456.84798
31175,16310662.2429
31176,4534538.78539
31177,8086802.09049
31178,4215354.57898
31179,4522290.60181
31180,3967718.71886
31181,7834815.11775
31182,6273664.62953
31183,7995120.93558
31184,4776202.31437
31185,4426176.68687
31186,8282437.8575
31187,3354881.53043
31188,4522679.81487
31189,4951608.95217
31190,7415829.2034
31191,11590507.2883
31192,3356912.17882
31193,5574004.51746
31194,8102552.46795
31195,7527759.47776
31196,4850833.40234
31197,14084943.9415
31198,4772831.19491
31199,6236030.25368
31200,9581801.94188
31201,3899177.69187
31202,3746733.95933
31203,6117166.18581
31204,3466518.89158
31205,7338726.84104
31206,5387847.45563
31207,3864000.08261
31208,4569331.50609
31209,4107476.97508
31210,5632183.40202
31211,7232425.75349
31212,5208643.38046
31213,9831021.59648
31214,6350592.38767
31215,4456624.46042
31216,5253524.76223
31217,6886264.168
31218,7977057.20985
31219,3477544.78786
31220,6540241.75361
31221,3783261.83252
31222,6749994.64603
31223,9352156.6934
31224,6500029.64741
31225,9591622.54019
31226,5693965.76817
31227,9409933.3663
31228,9907171.24238
31229,3689467.23271
31230,5006493.46112
31231,4364182.97111
31232,6952396.27036
31233,6321857.90238
31234,5999025.05162
31235,5305060.73015
31236,5782211.77483
31237,10007077.6006
31238,6351061.20371
31239,11308556.5041
31240,6352161.14375
31241,6188835.69981
31242,7052348.75281
31243,3867004.25125
31244,7056476.63788
31245,7481809.02685
31246,10053744.2629
31247,5225878.5989
31248,7216801.81033
31249,9226778.53883
31250,5324010.62886
31251,6934589.49087
31252,6071054.88998
31253,8276501.58416
31254,5637303.15209
31255,10883299.6363
31256,6306624.79962
31257,5053247.29916
31258,8501798.70309
31259,8559786.05589
31260,7516947.71815
31261,16225266.0464
31262,5288376.07181
31263,5782831.53816
31264,3924916.48564
31265,10465956.2167
31266,7068478.77215
31267,3797901.99811
31268,4039081.91943
31269,7215478.66384
31270,4177441.38499
31271,5313359.28065
31272,14650397.2761
31273,6953421.13819
31274,5856407.80213
31275,6074920.23943
31276,5578631.54273
31277,5104515.61569
31278,13793980.5943
31279,14194655.4673
31280,6461987.64837
31281,6637754.55408
31282,11829092.5558
31283,6012142.07363
31284,4648008.76819
31285,4697421.17377
31286,7018188.77397
31287,9669006.02582
31288,4045988.21927
31289,8330075.88433
31290,5892008.6731
31291,5742118.48796
31292,3578396.34247
31293,6969971.2708
31294,3980174.88218
31295,19098057.2285
31296,9140380.86042
31297,7144050.3355
31298,3411914.8945
31299,9385998.98949
31300,6718003.08227
31301,6315376.64017
31302,5179978.97614
31303,7568187.31214
31304,6371142.41001
31305,7965675.95816
31306,3033477.62293
31307,5899607.73128
31308,7996573.88132
31309,7654637.92043
31310,38294201.9349
31311,4996895.48296
31312,4954613.16459
31313,10937394.4066
31314,6326659.8505
31315,9625922.22709
31316,10682148.3812
31317,18605473.6974
31318,7789525.78918
31319,6323019.3538
31320,5846744.10765
31321,6780707.31006
31322,7275561.68737
31323,7243740.87258
31324,6984056.51298
31325,6159776.45727
31326,6132585.00208
31327,7156515.53928
31328,12955652.9146
31329,5310505.90326
31330,9851894.01567
31331,8124228.72103
31332,5634053.46666
31333,4927057.78809
31334,4008618.79988
31335,7441809.25755
31336,7591270.97978
31337,6716540.37022
31338,4195469.58095
31339,4419496.9971
31340,5387840.71878
31341,9321791.17125
31342,5094930.75462
31343,3562749.26945
31344,3998412.91864
31345,4535937.2156
31346,3732602.50644
31347,8085428.99999
31348,11356522.3485
31349,11710088.3777
31350,3273431.97474
31351,5568264.61085
31352,9285633.2471
31353,4986520.2092
31354,7824362.56714
31355,8305783.13765
31356,4284977.07718
31357,5026867.52078
31358,2626591.14559
31359,5883192.02457
31360,7721769.62445
31361,4664589.1567
31362,9703580.77327
31363,5050002.30271
31364,3446520.14958
31365,3643227.71831
31366,6314802.27262
31367,9296368.99758
31368,5887764.62063
31369,4516238.29986
31370,8669527.20982
31371,7784824.32478
31372,6594875.13831
31373,4829713.71955
31374,5858112.55481
31375,5377275.24187
31376,6350334.71629
31377,8626126.49201
31378,5444521.41385
31379,25218577.3111
31380,4735868.92743
31381,6657914.4592
31382,5266052.61209
31383,7171773.75717
31384,16468406.3745
31385,12501829.119
31386,9025655.07132
31387,9312874.65981
31388,4640598.91655
31389,4232715.80243
31390,7242085.47857
31391,5022268.44177
31392,8514534.41659
31393,8163862.3629
31394,5107914.94687
31395,4030506.93944
31396,8820778.157
31397,7083502.82196
31398,2424659.95737
31399,11241187.0962
31400,3739785.02784
31401,9679060.52228
31402,8906659.58629
31403,5029196.17487
31404,4817948.1938
31405,3618286.80645
31406,5880118.37285
31407,3588562.00148
31408,5737161.56802
31409,3444753.11245
31410,10511215.8
31411,7226045.21121
31412,10713731.309
31413,7049498.53421
31414,4304478.05993
31415,15027402.9106
31416,5621250.15901
31417,5240316.34116
31418,7226567.31881
31419,9132359.07906
31420,9009447.16544
31421,6475296.82629
31422,5538118.43444
31423,6639642.79504
31424,15217128.907
31425,6031901.37314
31426,4693081.01467
31427,6120028.08745
31428,7901376.7284
31429,11260106.2579
31430,4649208.89405
31431,5117596.22707
31432,4387216.57417
31433,5524452.79578
31434,3861654.4923
31435,11333045.7096
31436,9351415.34525
31437,12093353.2081
31438,8323429.71889
31439,9088232.86237
31440,6713285.38518
31441,6327413.32127
31442,7132878.57902
31443,12177570.0759
31444,5700314.37164
31445,9491968.96703
31446,11482870.1358
31447,6175457.84078
31448,7533739.64947
31449,7763864.04249
31450,6501757.531
31451,7857603.28879
31452,10493793.2388
31453,2654087.25624
31454,5014222.25944
31455,7028242.22778
31456,5009628.18162
31457,5172501.55775
31458,14245268.4114
31459,7767693.12919
31460,5022103.77216
31461,4548008.60045
31462,3411986.2443
31463,5041145.71181
31464,7137664.14741
31465,5178987.14976
31466,45649483.3817
31467,3550198.78174
31468,12405894.5849
31469,4946815.20094
31470,5129255.18555
31471,12073416.0248
31472,2631253.48058
31473,6690088.53422
31474,3655376.2307
31475,6894512.95855
31476,19519198.913
31477,7297416.07962
31478,4930283.49953
31479,6124152.62831
31480,8618856.40504
31481,7913996.1706
31482,9048312.83775
31483,9034679.18834
31484,5827027.94203
31485,3399066.96719
31486,2935327.15876
31487,4739998.99087
31488,14736372.8762
31489,6825719.55418
31490,3665845.33772
31491,5844085.15627
31492,7658235.65619
31493,8273258.39699
31494,5261128.03095
31495,5273500.1376
31496,7971164.59204
31497,4179067.52897
31498,5563709.42847
31499,10062213.2363
31500,9028956.74777
31501,9016335.65133
31502,8868104.18018
31503,5428606.45905
31504,10205889.4923
31505,18133886.0483
31506,6960202.18678
31507,6123556.20302
31508,6323260.94484
31509,5395725.32877
31510,4661148.4336
31511,5078230.36493
31512,5730335.94179
31513,20847293.6881
31514,23677081.4697
31515,2313204.61655
31516,16345571.4186
31517,6266415.75915
31518,7046732.39084
31519,5732886.30057
31520,6368308.45299
31521,4447214.68224
31522,4060620.48183
31523,6693224.81117
31524,8809216.55991
31525,10492677.8921
31526,5307404.68533
31527,6866447.74083
31528,4463881.98231
31529,5829765.77686
31530,5724115.40641
31531,8059546.32353
31532,5367831.85421
31533,14175732.6431
31534,7519564.65872
31535,9702222.75827
31536,6700288.88009
31537,4202250.71695
31538,5106291.49452
31539,3525864.63148
31540,9286424.67655
31541,2750431.89226
31542,5676240.42856
31543,3630739.59921
31544,4995254.27384
31545,7812660.544
31546,12327585.0755
31547,5666912.14517
31548,6048677.94747
31549,5577312.45595
31550,4913024.05006
31551,5397831.17301
31552,7222279.00394
31553,5650746.71119
31554,7679820.2248
31555,3827446.81687
31556,7213594.24436
31557,5202365.07794
31558,9743393.34595
31559,2766679.81764
31560,7382314.35635
31561,6597143.44117
31562,22483250.2682
31563,4125495.85868
31564,8345194.90552
31565,8792445.99542
31566,5616154.78027
31567,16810167.998
31568,6267759.28097
31569,6567748.13085
31570,6677869.89388
31571,5698152.19428
31572,3650966.3895
31573,5556424.51437
31574,9977892.16629
31575,5249102.86463
31576,6907876.8578
31577,4658522.22794
31578,7594584.0676
31579,5345891.01253
31580,6867728.25043
31581,5198933.70355
31582,5895257.52198
31583,7448822.32469
31584,4144767.59251
31585,6398066.94903
31586,11995876.8574
31587,14571575.4937
31588,8987429.27847
31589,3319861.13035
31590,5427258.30658
31591,6457613.93496
31592,7455593.5144
31593,7707209.23065
31594,6984141.34253
31595,5363512.53488
31596,3424342.23497
31597,5324466.57762
31598,3596637.27703
31599,6765328.35971
31600,6945411.70174
31601,15519588.4946
31602,4746899.81107
31603,14892674.8728
31604,4393775.55761
31605,5022103.77216
31606,5956963.24986
31607,6794256.0495
31608,4857171.00291
31609,5339228.98126
31610,7048872.59805
31611,5292012.25864
31612,5493324.61948
31613,4655961.97955
31614,13887256.632
31615,9118205.79643
31616,10785607.616
31617,4209806.32438
31618,6330759.23088
31619,9469053.73043
31620,4218806.49604
31621,5979558.18793
31622,24416158.595
31623,8122999.43492
31624,4450409.56499
31625,9731395.81699
31626,5403009.21877
31627,6718548.37036
31628,9687547.86847
31629,8981941.8097
31630,3762877.45029
31631,5600015.59669
31632,16496406.0812
31633,5235031.16067
31634,8060753.44008
31635,11441613.7287
31636,5593811.5589
31637,5145832.31818
31638,7239005.49446
31639,3836042.74306
31640,9953848.32433
31641,3781685.11863
31642,2880400.65011
31643,5688806.27401
31644,10548394.009
31645,5500031.3856
31646,7758028.59423
31647,5243664.57797
31648,10435268.082
31649,5382546.64901
31650,6182334.62866
31651,10905998.851
31652,5838041.24058
31653,5267749.84089
31654,5333918.19139
31655,4010671.5834
31656,18068130.8946
31657,6636965.99093
31658,4221855.64229
31659,7589117.13877
31660,4951061.31718
31661,5243374.08671
31662,6808658.02007
31663,3939169.5601
31664,3455871.30377
31665,4436411.09405
31666,5740928.88332
31667,7826943.67917
31668,8531615.18549
31669,10215164.8356
31670,6734241.29348
31671,5461397.408
31672,7938435.15412
31673,7895799.72254
31674,8295402.71032
31675,7413444.18606
31676,7423662.01014
31677,4490304.3038
31678,4507991.64733
31679,7499363.61974
31680,6612385.5124
31681,5761881.49303
31682,3252737.96881
31683,6328146.3767
31684,4685404.6554
31685,3784652.13298
31686,11434118.1064
31687,10687134.0851
31688,9902029.76302
31689,3785521.71072
31690,7085663.51952
31691,3688061.05379
31692,3616160.66632
31693,6049695.60579
31694,7336729.9312
31695,6853418.38031
31696,3662660.32881
31697,4576337.02499
31698,3580434.51014
31699,5397320.47393
31700,5245850.20159
31701,8878410.32569
31702,5875975.14633
31703,8630065.29724
31704,5636921.11162
31705,9556974.44474
31706,5433361.36924
31707,11536233.1036
31708,7531872.05047
31709,4789451.31579
31710,10705783.8521
31711,6925908.08697
31712,8104797.00812
31713,5506727.07818
31714,5008091.47256
31715,4853326.16055
31716,5732522.7474
31717,9268858.56649
31718,4947324.27042
31719,7077689.47946
31720,4870464.81797
31721,4298347.53543
31722,5686025.50454
31723,5375295.46174
31724,5724329.01849
31725,4877247.57117
31726,11759022.7334
31727,5452428.09887
31728,4504812.00634
31729,6833187.79491
31730,3361440.438
31731,6611890.00911
31732,7649440.98734
31733,3834226.75651
31734,4286681.28907
31735,2670656.58834
31736,6323216.47679
31737,5018224.35827
31738,5226505.36307
31739,5627754.01675
31740,6928845.04538
31741,10431301.3012
31742,12354175.4307
31743,7082988.99486
31744,4601411.33439
31745,3710045.35378
31746,8636465.50199
31747,4911264.78075
31748,15306585.3213
31749,5322255.57936
31750,8372306.11953
31751,7477454.84425
31752,4186521.07882
31753,4016939.46086
31754,8495256.99877
31755,9820570.93337
31756,2105157.51168
31757,5437363.00689
31758,5728293.44882
31759,6216117.75585
31760,5951696.56195
31761,14029635.2581
31762,2503818.25382
31763,10931600.7515
31764,5995392.93575
31765,3971249.60868
31766,6934929.65187
31767,3683797.0117
31768,6760172.69591
31769,9340453.57108
31770,3495520.20142
31771,3866183.14391
31772,7866681.92053
31773,5389002.88119
31774,6620471.44069
31775,10120407.793
31776,2090739.87313
31777,3742772.23322
31778,9606968.26696
31779,8354096.28796
31780,6661183.9283
31781,6708485.65077
31782,6112920.53776
31783,3599936.43625
31784,5242605.24342
31785,6196421.8349
31786,4753937.89863
31787,6154250.29562
31788,5639786.80504
31789,5973711.16051
31790,3864221.57906
31791,8104107.77503
31792,7150694.30068
31793,8239197.30469
31794,6472008.11326
31795,5792120.32082
31796,4506181.82861
31797,13855354.1821
31798,7971323.36436
31799,3866362.32089
31800,5466881.11784
31801,3577390.71153
31802,6443413.88581
31803,7552854.65652
31804,5131536.60956
31805,3553038.35239
31806,6483775.80729
31807,6294345.01516
31808,7537002.83762
31809,6033433.31806
31810,3845949.99759
31811,6849753.77232
31812,6149157.44334
31813,6103260.54682
31814,5689147.7922
31815,5443826.15921
31816,4793428.33578
31817,3575373.45568
31818,6016759.57595
31819,5643038.95376
31820,10061586.4425
31821,10028717.1901
31822,5124425.27943
31823,4664905.24063
31824,3390142.55217
31825,4354119.31252
31826,5657055.78259
31827,7165559.1115
31828,5760624.31394
31829,8177998.95802
31830,6109806.05289
31831,3541206.8178
31832,10601177.9896
31833,10121067.0203
31834,6273513.70073
31835,4657118.32606
31836,7397171.52956
31837,3757683.29836
31838,7818215.83682
31839,4185710.22155
31840,9219440.30342
31841,4634175.4013
31842,6662611.65379
31843,3642851.01057
31844,6007476.71993
31845,8439799.93157
31846,4737033.01131
31847,4801245.42805
31848,5184932.30116
31849,8345836.8248
31850,6329377.44124
31851,11429785.4638
31852,7371308.48347
31853,9281447.87969
31854,6218457.52617
31855,4553100.11074
31856,5237695.25774
31857,8643188.46536
31858,10498773.2217
31859,32262251.8633
31860,6914306.50016
31861,12819426.1138
31862,7094708.61112
31863,8960961.79815
31864,3646529.77179
31865,6001003.58549
31866,2925482.24305
31867,7502546.61234
31868,4775717.5102
31869,8967731.20194
31870,3256573.22151
31871,4938788.78794
31872,10740561.5745
31873,5962552.30577
31874,4528032.25394
31875,5441745.11264
